show_id,rottentomatoes_audience_score,rottentomatoes_audience_#reviews,rottentomatoes_tomatometer_score,rottentomatoes_critics_#reviews
"('s859', 4)",96,1317,99,36
"('s860', 1)",82,132,100,5
"('s863', 1)",52,222,22,18
"('s863', 2)",90,100,0,0
"('s881', 1)",0,0,63,8
"('s907', 1)",78,1319,100,23
"('s907', 2)",81,1006,100,33
"('s907', 3)",72,348,97,32
"('s907', 4)",72,151,100,22
"('s925', 1)",27,504,75,12
"('s925', 2)",44,31,0,1
"('s925', 3)",43,22,0,0
"('s930', 1)",0,2,0,0
"('s930', 2)",0,2,0,0
"('s930', 3)",0,2,0,0
"('s930', 4)",0,2,0,0
"('s932', 1)",80,55,100,5
"('s941', 1)",77,162,50,16
"('s941', 2)",85,62,0,2
"('s941', 3)",50,20,0,1
"('s942', 1)",0,0,0,2
"('s950', 1)",78,166,79,34
"('s955', 1)",54,2342,96,51
"('s955', 2)",45,285,91,10
"('s955', 3)",43,147,89,9
"('s957', 1)",93,2574,98,16
"('s957', 2)",93,1538,87,9
"('s957', 3)",93,2313,86,65
"('s957', 4)",83,1869,85,96
"('s957', 5)",48,324,68,39
"('s966', 1)",88,57,0,1
"('s966', 2)",0,0,0,0
"('s967', 1)",57,825,78,18
"('s974', 1)",100,8,0,4
"('s974', 2)",100,5,0,2
"('s974', 3)",100,5,0,1
"('s974', 4)",0,3,0,2
"('s974', 5)",80,5,0,0
"('s981', 1)",62,32,100,7
"('s989', 1)",80,538,100,19
"('s990', 1)",0,2,0,2
"('s992', 1)",90,969,81,48
"('s992', 2)",83,561,53,19
"('s992', 3)",55,336,53,17
"('s993', 1)",60,20,0,2
"('s995', 1)",26,136,100,8
"('s1001', 1)",88,129,97,32
"('s1019', 1)",87,48,95,21
"('s1026', 1)",90,1775,70,27
"('s1026', 2)",98,1234,100,22
"('s1026', 3)",96,1563,100,31
"('s1026', 4)",98,993,97,35
"('s1026', 5)",94,1027,98,47
"('s1026', 6)",94,676,96,52
"('s1041', 1)",80,255,71,14
"('s1043', 1)",70,10,0,1
"('s1043', 2)",0,3,0,0
"('s1043', 3)",0,1,0,0
"('s1050', 1)",69,16,0,1
"('s1051', 1)",87,67,39,18
"('s1052', 1)",96,85,100,14
"('s1052', 2)",100,38,100,6
"('s1052', 3)",100,60,100,19
"('s1074', 1)",0,4,0,0
"('s1074', 2)",0,3,0,0
"('s1074', 3)",0,2,0,0
"('s1076', 1)",0,3,0,1
"('s1083', 1)",0,0,0,0
"('s1083', 2)",0,0,0,0
"('s1086', 1)",0,0,0,1
"('s1090', 1)",95,4592,86,42
"('s1090', 2)",97,3880,97,35
"('s1090', 3)",98,3739,100,35
"('s1090', 4)",99,3189,100,34
"('s1090', 5)",98,6479,97,97
"('s1096', 1)",68,65,40,10
"('s1101', 1)",81,1165,89,91
"('s1106', 1)",0,1,0,0
"('s1109', 1)",95,977,94,36
"('s1109', 2)",89,664,84,31
"('s1109', 3)",90,628,98,43
"('s1110', 1)",100,20,85,20
"('s1116', 1)",0,3,73,22
"('s1119', 1)",99,147,0,0
"('s1128', 1)",100,36,0,1
"('s1149', 1)",0,0,0,0
"('s1149', 2)",0,0,0,0
"('s1164', 1)",87,214,100,6
"('s1164', 2)",89,58,0,4
"('s1164', 3)",85,27,67,6
"('s1164', 4)",60,5,0,1
"('s1164', 5)",33,6,0,1
"('s1164', 6)",0,0,0,0
"('s1179', 1)",86,28,0,1
"('s1180', 1)",95,24,0,1
"('s1182', 1)",92,107,95,21
"('s1182', 2)",88,41,83,6
"('s1182', 3)",96,75,,
"('s1182', 4)",96,70,100,5
"('s1182', 5)",88,24,80,5
"('s1182', 6)",94,23,0,2
"('s1182', 7)",92,29,100,5
"('s1182', 8)",90,15,83,6
"('s1182', 9)",71,7,0,1
"('s1193', 1)",100,6,0,2
"('s1193', 2)",0,0,0,1
"('s1203', 1)",67,54,100,8
"('s1209', 1)",55,22,75,8
"('s1222', 1)",0,4,0,2
"('s1223', 1)",88,131,93,14
"('s1223', 2)",97,37,0,0
"('s1223', 3)",100,12,0,1
"('s1223', 4)",0,4,0,0
"('s1232', 1)",62,9,0,2
"('s1234', 1)",40,33,33,6
"('s1241', 1)",91,1234,81,26
"('s1241', 2)",90,449,100,14
"('s1241', 3)",83,301,100,17
"('s1247', 1)",81,17,0,0
"('s1254', 1)",0,4,0,2
"('s1269', 1)",73,212,42,38
"('s1271', 1)",70,68,63,19
"('s1279', 1)",100,12,0,1
"('s1283', 1)",0,2,0,1
"('s1285', 1)",95,65,64,14
"('s1285', 2)",0,0,0,4
"('s1290', 1)",62,136,0,2
"('s1292', 1)",0,0,0,0
"('s1292', 2)",0,0,0,0
"('s1299', 1)",92,185,97,30
"('s1301', 1)",89,50,97,37
"('s1301', 2)",93,29,100,10
"('s1301', 3)",92,26,0,0
"('s1301', 4)",96,23,0,2
"('s1301', 5)",100,20,0,1
"('s1301', 6)",89,19,0,1
"('s1301', 7)",89,18,0,2
"('s1301', 8)",88,17,0,3
"('s1301', 9)",94,16,0,3
"('s1301', 10)",87,15,0,0
"('s1301', 11)",94,18,88,16
"('s1302', 1)",0,0,0,0
"('s1306', 1)",0,3,0,1
"('s1308', 1)",63,313,41,22
"('s1308', 2)",58,49,0,0
"('s1309', 1)",70,85,79,14
"('s1316', 1)",83,196,100,14
"('s1316', 2)",85,73,100,15
"('s1324', 1)",0,3,0,0
"('s1329', 1)",0,0,0,0
"('s1329', 2)",0,0,0,0
"('s1329', 3)",0,0,0,0
"('s1329', 4)",0,0,0,0
"('s1331', 1)",0,0,0,0
"('s1331', 2)",0,0,0,0
"('s1336', 1)",100,9,0,1
"('s1339', 1)",81,1584,91,103
"('s1339', 2)",76,606,81,43
"('s1339', 3)",63,430,90,29
"('s1339', 4)",76,561,67,27
"('s1342', 1)",0,0,0,2
"('s1342', 2)",0,0,0,0
"('s1351', 1)",0,1,0,1
"('s1351', 2)",0,1,0,2
"('s1387', 1)",0,5,0,0
"('s1405', 1)",0,3,0,0
"('s1416', 1)",85,163,86,14
"('s1440', 1)",0,0,0,1
"('s1441', 1)",95,5156,100,48
"('s1441', 2)",90,635,90,29
"('s1441', 3)",90,1085,90,48
"('s1443', 1)",89,10,0,3
"('s1448', 1)",100,25,0,2
"('s1448', 2)",0,0,0,0
"('s1449', 1)",0,4,0,1
"('s1449', 2)",0,3,0,0
"('s1449', 3)",0,0,0,0
"('s1449', 4)",0,0,0,0
"('s1455', 1)",0,3,0,0
"('s1463', 1)",72,191,78,41
"('s1466', 1)",78,605,84,31
"('s1466', 2)",85,389,100,6
"('s1466', 3)",92,176,0,4
"('s1471', 1)",88,27,90,10
"('s1471', 2)",100,15,0,3
"('s1471', 3)",100,15,0,2
"('s1471', 4)",100,16,0,4
"('s1471', 5)",100,14,0,1
"('s1471', 6)",92,14,0,1
"('s1472', 1)",0,0,0,1
"('s1472', 2)",0,0,0,0
"('s1472', 3)",0,0,0,0
"('s1472', 4)",0,0,0,0
"('s1472', 5)",0,0,0,0
"('s1472', 6)",0,0,0,0
"('s1472', 7)",0,0,0,0
"('s1472', 8)",0,0,0,0
"('s1472', 9)",0,0,0,0
"('s1472', 10)",0,0,0,0
"('s1472', 11)",0,0,0,0
"('s1472', 12)",0,0,0,0
"('s1472', 13)",0,0,0,0
"('s1476', 1)",96,822,90,41
"('s1476', 2)",98,691,100,18
"('s1476', 3)",97,624,91,23
"('s1476', 4)",58,578,65,40
"('s1476', 5)",94,777,93,42
"('s1476', 6)",85,639,89,36
"('s1484', 1)",83,6,100,5
"('s1489', 1)",81,198,50,20
"('s1491', 1)",0,0,67,6
"('s1492', 1)",74,169,56,25
"('s1495', 1)",86,37,0,1
"('s1496', 1)",71,7,80,5
"('s1497', 1)",0,4,0,2
"('s1509', 1)",0,4,0,1
"('s1519', 1)",98,185,0,3
"('s1520', 1)",83,155,90,39
"('s1523', 1)",71,31,50,12
"('s1527', 1)",80,87,100,12
"('s1533', 1)",67,9,0,0
"('s1533', 2)",0,2,0,0
"('s1534', 1)",0,0,0,2
"('s1535', 1)",0,0,0,1
"('s1536', 1)",0,3,0,3
"('s1538', 1)",87,138,46,13
"('s1538', 2)",93,89,0,4
"('s1538', 3)",93,72,0,3
"('s1538', 4)",94,71,0,2
"('s1538', 5)",93,67,0,1
"('s1538', 6)",89,68,0,3
"('s1538', 7)",93,63,0,3
"('s1538', 8)",88,64,0,2
"('s1538', 9)",91,124,0,3
"('s1538', 10)",80,92,0,3
"('s1538', 11)",87,70,0,3
"('s1538', 12)",86,35,0,2
"('s1539', 1)",90,10,0,3
"('s1540', 1)",73,11,0,2
"('s1541', 1)",70,10,0,2
"('s1542', 1)",92,50,85,39
"('s1542', 2)",0,0,100,6
"('s1550', 1)",67,37,0,1
"('s1550', 2)",71,26,0,0
"('s1550', 3)",83,21,0,1
"('s1550', 4)",75,8,0,0
"('s1550', 5)",45,13,0,0
"('s1555', 1)",0,0,71,7
"('s1556', 1)",52,1142,66,53
"('s1585', 1)",91,294,64,25
"('s1597', 1)",0,1,100,6
"('s1597', 2)",0,0,0,0
"('s1601', 1)",92,12,0,0
"('s1609', 1)",79,139,85,26
"('s1611', 1)",92,4213,89,45
"('s1611', 2)",97,2828,100,29
"('s1611', 3)",95,2555,97,31
"('s1614', 1)",0,3,60,5
"('s1617', 1)",86,703,68,19
"('s1617', 2)",92,308,100,7
"('s1617', 3)",91,265,100,7
"('s1620', 1)",70,117,70,20
"('s1626', 1)",67,19,92,13
"('s1626', 2)",33,6,0,0
"('s1628', 1)",86,9,0,2
"('s1630', 1)",92,272,92,12
"('s1640', 1)",0,0,0,0
"('s1640', 2)",0,0,0,0
"('s1640', 3)",0,1,0,0
"('s1640', 4)",0,0,0,0
"('s1644', 1)",66,750,70,33
"('s1647', 1)",92,12,0,0
"('s1648', 1)",62,1422,65,36
"('s1648', 2)",77,617,88,10
"('s1648', 3)",70,599,88,8
"('s1648', 4)",69,383,98,5
"('s1648', 5)",71,150,99,13
"('s1653', 1)",84,31,92,12
"('s1654', 1)",93,507,86,50
"('s1654', 2)",87,381,93,45
"('s1659', 1)",85,66,0,3
"('s1659', 2)",0,0,0,1
"('s1660', 1)",0,3,88,8
"('s1667', 1)",62,2627,97,58
"('s1667', 2)",56,565,100,32
"('s1667', 3)",31,121,90,20
"('s1670', 1)",60,6,0,3
"('s1682', 1)",80,5,0,1
"('s1688', 1)",73,15,0,2
"('s1688', 2)",57,8,0,2
"('s1688', 3)",88,9,0,1
"('s1688', 4)",83,6,0,0
"('s1692', 1)",94,70,94,16
"('s1696', 1)",43,7,0,3
"('s1707', 1)",85,207,53,32
"('s1707', 2)",90,222,67,9
"('s1707', 3)",0,0,0,0
"('s1711', 1)",95,214,100,24
"('s1711', 2)",97,134,97,30
"('s1712', 1)",78,1470,87,63
"('s1712', 2)",54,312,60,10
"('s1712', 3)",27,323,67,9
"('s1713', 1)",96,57,0,2
"('s1721', 1)",0,3,0,1
"('s1729', 1)",84,408,89,9
"('s1732', 1)",96,1161,82,34
"('s1732', 2)",96,939,96,23
"('s1732', 3)",85,839,72,25
"('s1732', 4)",96,847,88,33
"('s1732', 5)",83,781,84,25
"('s1732', 6)",54,746,40,25
"('s1732', 7)",80,718,79,24
"('s1732', 8)",51,1037,33,45
"('s1743', 1)",85,40,0,3
"('s1743', 2)",0,0,0,0
"('s1744', 1)",74,19,100,13
"('s1768', 1)",0,1,0,3
"('s1768', 2)",0,1,0,0
"('s1770', 1)",71,7,0,1
"('s1770', 2)",0,3,0,0
"('s1771', 1)",0,3,0,1
"('s1771', 2)",0,2,0,0
"('s1771', 3)",0,0,0,0
"('s1771', 4)",0,0,0,0
"('s1771', 5)",0,0,0,0
"('s1773', 1)",64,167,71,34
"('s1774', 1)",88,211,100,13
"('s1774', 2)",92,36,100,6
"('s1781', 1)",75,1057,62,89
"('s1781', 2)",0,0,73,15
"('s1781', 3)",69,70,0,4
"('s1782', 1)",84,797,19,37
"('s1782', 2)",0,0,0,0
"('s1790', 1)",73,11,0,0
"('s1793', 1)",95,47,90,10
"('s1793', 2)",59,57,81,16
"('s1797', 1)",75,15,92,13
"('s1798', 1)",82,17,0,1
"('s1800', 1)",0,0,0,2
"('s1827', 1)",0,0,83,6
"('s1829', 1)",57,11,0,3
"('s1829', 2)",0,3,0,2
"('s1829', 3)",0,3,0,0
"('s1831', 1)",0,0,100,6
"('s1840', 1)",77,92,71,14
"('s1845', 1)",0,0,0,3
"('s1849', 1)",49,49,100,5
"('s1858', 1)",88,17,0,3
"('s1858', 2)",0,4,0,0
"('s1865', 1)",0,6,0,0
"('s1865', 2)",0,2,0,0
"('s1876', 1)",67,6,0,2
"('s1881', 1)",0,0,0,0
"('s1881', 2)",0,0,0,0
"('s1882', 1)",40,5,0,2
"('s1882', 2)",0,1,0,1
"('s1883', 1)",0,1,0,1
"('s1901', 1)",80,60,49,47
"('s1901', 2)",85,105,0,3
"('s1901', 3)",71,48,0,2
"('s1911', 1)",0,3,0,1
"('s1911', 2)",0,3,0,0
"('s1911', 3)",0,3,0,0
"('s1911', 4)",0,3,0,0
"('s1912', 1)",73,253,85,26
"('s1912', 2)",94,124,86,14
"('s1912', 3)",85,20,100,8
"('s1925', 1)",50,21,0,1
"('s1949', 1)",82,159,0,3
"('s1949', 2)",73,53,0,0
"('s1949', 3)",91,13,0,0
"('s1950', 1)",0,0,0,0
"('s1960', 1)",100,7,0,0
"('s1960', 2)",0,0,0,0
"('s1960', 3)",0,0,0,0
"('s1963', 1)",0,0,0,0
"('s1963', 2)",0,0,0,0
"('s1979', 1)",82,416,100,14
"('s1979', 2)",89,251,92,12
"('s1979', 3)",0,0,100,10
"('s1991', 1)",58,469,63,56
"('s1992', 1)",100,7,0,2
"('s2016', 1)",87,88,71,35
"('s2016', 2)",87,50,90,21
"('s2016', 3)",77,72,58,12
"('s2016', 4)",95,69,82,11
"('s2016', 5)",100,42,100,7
"('s2020', 1)",0,0,100,5
"('s2021', 1)",92,71,100,5
"('s2045', 1)",100,18,0,1
"('s2052', 1)",84,417,91,47
"('s2062', 1)",0,4,0,4
"('s2069', 1)",88,88,0,4
"('s2069', 2)",100,8,0,0
"('s2073', 1)",93,67,0,2
"('s2074', 1)",87,36,93,43
"('s2074', 2)",0,3,92,24
"('s2075', 1)",0,2,0,1
"('s2082', 1)",0,0,0,0
"('s2084', 1)",90,372,85,20
"('s2084', 2)",95,181,89,9
"('s2084', 3)",96,93,0,4
"('s2084', 4)",92,53,0,1
"('s2088', 1)",0,0,0,4
"('s2091', 1)",81,16,0,1
"('s2093', 1)",0,1,0,0
"('s2099', 1)",92,16,0,2
"('s2106', 1)",100,10,0,2
"('s2106', 2)",0,2,0,0
"('s2107', 1)",78,23,67,6
"('s2107', 2)",0,0,0,0
"('s2122', 1)",72,63,0,1
"('s2122', 2)",94,17,0,0
"('s2131', 1)",0,2,0,4
"('s2131', 2)",0,2,0,2
"('s2131', 3)",0,3,0,3
"('s2131', 4)",0,0,0,1
"('s2131', 5)",0,0,0,1
"('s2131', 6)",0,0,0,1
"('s2135', 1)",92,241,100,6
"('s2135', 2)",97,69,100,6
"('s2135', 3)",80,59,100,6
"('s2137', 1)",65,46,68,22
"('s2140', 1)",82,190,100,41
"('s2143', 1)",0,0,0,0
"('s2159', 1)",71,8,0,2
"('s2167', 1)",71,19,100,6
"('s2172', 1)",0,4,100,5
"('s2177', 1)",0,1,0,0
"('s2177', 2)",0,1,0,0
"('s2177', 3)",0,1,0,0
"('s2177', 4)",0,1,0,0
"('s2181', 1)",80,6,0,1
"('s2187', 1)",0,0,0,0
"('s2187', 2)",0,0,0,0
"('s2197', 1)",91,153,97,39
"('s2202', 1)",84,438,35,31
"('s2202', 2)",89,145,0,4
"('s2204', 1)",0,0,0,1
"('s2204', 2)",0,0,0,0
"('s2204', 3)",0,0,0,1
"('s2207', 1)",56,9,40,5
"('s2208', 1)",87,139,95,20
"('s2210', 1)",22,37,67,12
"('s2212', 1)",100,95,100,11
"('s2212', 2)",83,12,100,9
"('s2215', 1)",57,7,0,4
"('s2215', 2)",0,0,0,0
"('s2215', 3)",0,0,0,0
"('s2216', 1)",0,2,0,4
"('s2218', 1)",0,0,0,0
"('s2218', 2)",71,12,0,1
"('s2238', 1)",0,0,0,0
"('s2238', 2)",0,0,0,0
"('s2238', 3)",0,0,0,0
"('s2238', 4)",0,0,0,0
"('s2238', 5)",0,0,0,0
"('s2238', 6)",0,0,0,0
"('s2238', 7)",0,0,0,0
"('s2238', 8)",0,0,0,0
"('s2238', 9)",0,0,0,0
"('s2239', 1)",0,1,0,0
"('s2239', 2)",0,2,0,0
"('s2242', 1)",0,1,0,4
"('s2247', 1)",0,0,0,2
"('s2247', 2)",84,44,0,2
"('s2264', 1)",96,59,87,15
"('s2264', 2)",97,35,,
"('s2264', 3)",97,30,100,5
"('s2264', 4)",97,29,0,3
"('s2264', 5)",96,28,100,5
"('s2264', 6)",96,27,83,6
"('s2264', 7)",96,23,0,3
"('s2264', 8)",93,29,0,4
"('s2264', 9)",88,26,0,2
"('s2264', 10)",88,26,0,1
"('s2264', 11)",94,36,100,7
"('s2272', 1)",97,110,0,1
"('s2272', 2)",0,6,,
"('s2272', 3)",0,1,0,0
"('s2283', 1)",88,161,77,26
"('s2285', 1)",45,29,54,13
"('s2289', 1)",89,178,65,23
"('s2289', 2)",96,507,0,3
"('s2289', 3)",97,491,0,4
"('s2289', 4)",96,446,0,3
"('s2289', 5)",96,447,100,6
"('s2289', 6)",96,432,100,6
"('s2289', 7)",95,439,0,4
"('s2289', 8)",95,431,100,7
"('s2289', 9)",88,464,20,5
"('s2289', 10)",95,679,86,22
"('s2290', 1)",78,898,26,68
"('s2290', 2)",97,246,0,4
"('s2293', 1)",0,0,75,12
"('s2293', 2)",0,0,0,1
"('s2299', 1)",77,302,50,22
"('s2299', 2)",84,92,100,5
"('s2299', 3)",78,51,0,1
"('s2300', 1)",100,20,0,1
"('s2305', 1)",0,3,0,1
"('s2312', 1)",73,693,36,50
"('s2312', 2)",74,114,50,6
"('s2312', 3)",74,98,0,4
"('s2312', 4)",87,55,0,1
"('s2312', 5)",72,25,0,2
"('s2338', 1)",88,584,78,40
"('s2338', 2)",97,287,100,11
"('s2341', 1)",0,0,0,1
"('s2376', 1)",76,119,91,23
"('s2382', 1)",71,7,0,1
"('s2386', 1)",11,18,86,7
"('s2388', 1)",95,147,78,27
"('s2407', 1)",80,222,87,15
"('s2410', 1)",0,1,0,1
"('s2412', 1)",88,246,89,27
"('s2412', 2)",92,166,,
"('s2412', 3)",92,155,0,4
"('s2412', 4)",89,143,0,2
"('s2412', 5)",87,137,0,1
"('s2412', 6)",83,135,100,5
"('s2412', 7)",78,198,67,6
"('s2426', 1)",74,354,36,39
"('s2428', 1)",0,1,86,14
"('s2429', 1)",76,222,81,21
"('s2429', 2)",85,23,0,2
"('s2429', 3)",0,6,0,1
"('s2429', 4)",0,8,0,0
"('s2429', 5)",60,7,0,1
"('s2436', 1)",90,359,86,51
"('s2436', 2)",87,259,77,30
"('s2436', 3)",79,246,53,19
"('s2436', 4)",52,233,65,23
"('s2436', 5)",47,325,71,14
"('s2436', 6)",70,244,72,18
"('s2437', 1)",86,224,80,5
"('s2437', 2)",79,76,80,5
"('s2437', 3)",15,13,0,0
"('s2438', 1)",100,7,0,0
"('s2438', 2)",0,0,0,0
"('s2441', 1)",90,1462,94,104
"('s2441', 2)",91,693,98,83
"('s2441', 3)",77,219,86,64
"('s2442', 1)",16,93,0,2
"('s2442', 2)",40,5,0,0
"('s2447', 1)",100,5,0,2
"('s2447', 2)",0,1,0,0
"('s2447', 3)",0,0,0,0
"('s2449', 1)",0,2,0,2
"('s2449', 2)",0,2,0,0
"('s2458', 1)",85,1733,85,78
"('s2473', 1)",0,0,0,2
"('s2473', 2)",0,0,0,0
"('s2479', 1)",89,402,63,51
"('s2479', 2)",91,203,100,8
"('s2486', 1)",87,28,0,0
"('s2486', 2)",0,1,0,0
"('s2492', 1)",77,17,0,0
"('s2492', 2)",100,8,0,0
"('s2492', 3)",100,9,0,1
"('s2492', 4)",100,13,0,0
"('s2492', 5)",80,5,0,1
"('s2499', 1)",80,15,80,5
"('s2499', 2)",92,12,0,0
"('s2499', 3)",80,10,0,0
"('s2499', 4)",60,10,0,0
"('s2504', 1)",80,210,79,33
"('s2504', 2)",84,143,100,6
"('s2504', 3)",77,127,0,0
"('s2504', 4)",76,122,100,5
"('s2504', 5)",73,107,0,1
"('s2504', 6)",77,193,60,5
"('s2505', 1)",75,3774,76,91
"('s2505', 2)",70,1329,74,15
"('s2505', 3)",65,807,74,9
"('s2505', 4)",66,705,77,22
"('s2505', 5)",56,563,85,20
"('s2509', 1)",86,1028,59,41
"('s2509', 2)",92,308,91,11
"('s2509', 3)",92,191,100,10
"('s2509', 4)",92,128,100,6
"('s2509', 5)",87,93,100,13
"('s2509', 6)",84,50,83,6
"('s2513', 1)",78,68,71,14
"('s2514', 1)",0,0,0,0
"('s2514', 2)",0,0,0,0
"('s2515', 1)",74,70,74,19
"('s2525', 1)",72,100,76,33
"('s2525', 2)",68,74,92,13
"('s2526', 1)",93,27,100,6
"('s2526', 2)",82,17,0,0
"('s2529', 1)",0,0,0,1
"('s2530', 1)",0,0,0,1
"('s2531', 1)",92,66,100,8
"('s2532', 1)",100,13,100,5
"('s2535', 1)",83,64,0,2
"('s2535', 2)",95,22,0,0
"('s2535', 3)",50,10,0,0
"('s2535', 4)",83,6,0,0
"('s2536', 1)",78,91,81,21
"('s2536', 2)",85,20,0,0
"('s2536', 3)",80,83,0,2
"('s2536', 4)",44,9,0,1
"('s2536', 5)",0,3,0,0
"('s2539', 1)",83,345,67,30
"('s2539', 2)",88,207,100,16
"('s2539', 3)",85,206,62,13
"('s2539', 4)",80,154,67,6
"('s2539', 5)",86,146,67,18
"('s2539', 6)",85,149,88,8
"('s2539', 7)",80,140,63,8
"('s2539', 8)",79,131,67,9
"('s2539', 9)",85,146,100,8
"('s2539', 10)",82,238,91,11
"('s2539', 11)",84,223,91,11
"('s2539', 12)",82,169,100,10
"('s2539', 13)",71,146,89,9
"('s2539', 14)",75,297,93,15
"('s2539', 15)",70,173,100,11
"('s2539', 16)",68,94,100,7
"('s2558', 1)",91,23,100,17
"('s2563', 1)",86,29,40,42
"('s2568', 1)",0,3,0,1
"('s2568', 2)",80,5,0,0
"('s2568', 3)",0,3,0,0
"('s2574', 1)",0,2,0,4
"('s2577', 1)",85,13,0,2
"('s2577', 2)",91,11,0,0
"('s2588', 1)",93,754,76,46
"('s2588', 2)",93,404,91,23
"('s2588', 3)",94,174,96,23
"('s2588', 4)",87,212,100,27
"('s2601', 1)",94,2283,82,66
"('s2601', 2)",97,2970,98,45
"('s2601', 3)",91,2073,98,47
"('s2606', 1)",88,169,88,25
"('s2606', 2)",92,55,0,4
"('s2606', 3)",89,58,100,8
"('s2613', 1)",0,4,0,2
"('s2617', 1)",96,489,96,26
"('s2617', 2)",96,173,100,28
"('s2618', 1)",94,760,80,35
"('s2618', 2)",84,211,88,8
"('s2619', 1)",85,127,30,40
"('s2639', 1)",80,94,44,36
"('s2639', 2)",90,51,100,6
"('s2639', 3)",90,110,,
"('s2639', 4)",87,81,100,7
"('s2641', 1)",0,0,0,0
"('s2641', 2)",0,0,0,0
"('s2641', 3)",0,0,0,0
"('s2641', 4)",0,0,0,0
"('s2646', 1)",0,1,0,2
"('s2649', 1)",70,226,50,20
"('s2649', 2)",81,85,0,0
"('s2652', 1)",34,54,0,1
"('s2652', 2)",50,10,0,0
"('s2659', 1)",84,67,35,26
"('s2659', 2)",94,37,0,4
"('s2659', 3)",97,34,60,5
"('s2659', 4)",87,64,80,5
"('s2659', 5)",81,85,80,5
"('s2673', 1)",0,1,0,2
"('s2679', 1)",0,1,45,11
"('s2688', 1)",73,400,79,28
"('s2690', 1)",83,174,61,36
"('s2690', 2)",89,122,75,12
"('s2690', 3)",87,110,50,10
"('s2690', 4)",94,193,80,5
"('s2690', 5)",90,150,100,7
"('s2694', 1)",0,2,0,2
"('s2694', 2)",0,0,0,0
"('s2694', 3)",0,0,0,0
"('s2698', 1)",66,231,26,35
"('s2698', 2)",76,260,55,11
"('s2698', 3)",45,57,33,6
"('s2709', 1)",64,16,0,1
"('s2709', 2)",0,1,0,0
"('s2716', 1)",79,34,0,2
"('s2716', 2)",67,9,0,1
"('s2717', 1)",95,60,0,1
"('s2732', 1)",45,88,76,25
"('s2733', 1)",0,0,0,3
"('s2733', 2)",0,0,0,0
"('s2733', 3)",0,0,0,1
"('s2740', 1)",0,2,0,0
"('s2740', 2)",0,1,0,0
"('s2740', 3)",0,1,0,0
"('s2740', 4)",0,1,0,0
"('s2740', 5)",0,0,0,0
"('s2742', 1)",98,220,100,10
"('s2742', 2)",100,23,0,1
"('s2745', 1)",83,51,83,6
"('s2745', 2)",89,19,0,0
"('s2745', 3)",80,16,0,2
"('s2751', 1)",73,11,0,4
"('s2754', 1)",52,61,72,25
"('s2764', 1)",0,0,0,1
"('s2772', 1)",0,0,0,4
"('s2775', 1)",0,1,0,3
"('s2778', 1)",76,825,57,126
"('s2786', 1)",91,70,0,2
"('s2786', 2)",0,0,0,0
"('s2787', 1)",100,5,100,5
"('s2792', 1)",67,9,94,17
"('s2801', 1)",50,101,14,14
"('s2819', 1)",86,27,0,0
"('s2822', 1)",63,49,100,8
"('s2833', 1)",97,2332,87,46
"('s2833', 2)",96,2266,83,48
"('s2833', 3)",79,1742,73,56
"('s2833', 4)",92,1524,86,36
"('s2833', 5)",69,871,72,46
"('s2833', 6)",20,845,66,67
"('s2844', 1)",0,0,0,0
"('s2845', 1)",86,1591,85,57
"('s2845', 2)",88,538,93,87
"('s2845', 3)",82,314,90,30
"('s2845', 4)",78,281,100,8
"('s2845', 5)",91,175,83,6
"('s2845', 6)",85,86,80,5
"('s2849', 1)",92,13,0,0
"('s2850', 1)",93,147,0,3
"('s2850', 2)",86,56,0,1
"('s2857', 1)",77,114,50,6
"('s2874', 1)",0,0,0,1
"('s2874', 2)",0,0,0,0
"('s2881', 1)",0,1,0,0
"('s2884', 1)",93,58,100,9
"('s2887', 1)",68,45,0,3
"('s2887', 2)",100,6,0,0
"('s2888', 1)",0,2,0,0
"('s2900', 1)",85,822,87,67
"('s2918', 1)",73,98,96,24
"('s2941', 1)",86,7,0,1
"('s2953', 1)",60,97,100,23
"('s2956', 1)",0,0,0,1
"('s2959', 1)",86,349,92,13
"('s2959', 2)",95,46,0,2
"('s2966', 1)",0,0,8,12
"('s2972', 1)",0,0,0,4
"('s2990', 1)",50,28,65,17
"('s2999', 1)",86,78,0,4
"('s2999', 2)",0,0,0,0
"('s3000', 1)",100,5,0,2
"('s3005', 1)",0,4,0,0
"('s3005', 2)",0,2,0,0
"('s3009', 1)",71,12,60,5
"('s3011', 1)",83,3451,11,56
"('s3011', 2)",87,71,0,0
"('s3012', 1)",91,122,50,6
"('s3016', 1)",0,0,0,0
"('s3018', 1)",0,3,0,2
"('s3019', 1)",0,4,0,0
"('s3019', 2)",0,1,0,0
"('s3019', 3)",0,1,0,0
"('s3019', 4)",0,0,0,0
"('s3019', 5)",0,0,0,0
"('s3021', 1)",100,7,0,2
"('s3021', 2)",0,3,0,0
"('s3021', 3)",0,1,0,0
"('s3021', 4)",0,1,0,0
"('s3023', 1)",78,9,0,4
"('s3023', 2)",0,1,0,1
"('s3025', 1)",61,115,38,34
"('s3026', 1)",15,13,40,5
"('s3031', 1)",87,811,63,49
"('s3031', 2)",88,429,100,9
"('s3031', 3)",93,383,88,8
"('s3034', 1)",77,333,88,8
"('s3037', 1)",100,12,100,8
"('s3037', 2)",100,8,0,0
"('s3059', 1)",36,14,60,5
"('s3059', 2)",43,8,0,0
